text,tweet_num,o4mini_label,4o_mini_label,llama_label,qwen_4b_label,o4mini_label_short,4o_mini_label_short,llama_label_short,qwen_4b_label_short,label,o4mini_drug_labels,4o_mini_drug_labels,llama_drug_labels,qwen_4b_drug_labels,found_index_terms,DEA_found_index_terms,pubchem_found_index_terms,GPT_found_index_terms,redmed_found_index_terms
"Kneeling between the shoulder blades as already proven in court by video doesn't cause foaming at the mouth. However, opioid overdose does. Chauvin will walk. America will burn. But the left will call it ""peaceful"" 🤡",32696,False,False,False,False,T,F,F,F,F,['other'],,['other'],['other'],['hydrocodone'],[],[],['hydrocodone'],[]
"Did she just lie and say she ""accidentally dropped"" something? Yeah this gotta be crack.",32741,True,True,True,True,T,T,T,T,F,['other'],['other'],['other'],['other'],[],[],[],[],[]
dont understand why people even defend demi lovato as if she even cares about the overdose shit she uses it as a marketing tactic and romanticized it in her music and shit,32809,True,True,True,False,T,F,T,T,T,,['other'],['other'],['other'],[],[],[],[],[]
"overdose!! but i focused less on exo since 2019 n started focusing on nct but i still love them as my boys🥺‼️ 

HAPPY 9 YEARS WITH EXO
#9ToEternityWithEXO
#9YearswithEXO
#EXO #엑소",32858,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
"RT : Codeine Crazy makes me want to shed tears and turn up at the same time. 

""We been through a lot, but we still here"" music.",32920,False,True,True,True,T,T,T,T,F,['Codeine'],['Codeine'],['Codeine'],['Codeine'],"['fentanyl', 'codeine']","['fentanyl', 'codeine']",['codeine'],['codeine'],['codeine']
"i have morphine statex for chronic pain, will share : )",32983,True,True,False,False,T,T,F,F,T,['Morphine'],,['Morphine'],"['Morphine', 'other']","['delta-9-thc-cooh', 'morphine']","['delta-9-thc-cooh', 'morphine']",['morphine'],['morphine'],['morphine']
"BCA just testified that he heard ""I ate too many drugs!"" 

ala....overdose",33134,True,True,True,True,T,T,T,T,T,['other'],,['other'],['other'],[],[],[],[],[]
😂😂 you smoking heroin??,33148,True,True,True,True,T,T,T,T,F,['other'],['other'],['Heroin'],['other'],[],[],[],[],[]
"The dose of morphine and benzodiazepines in the circumstances of end-of-life treatment should not be fixed to a certain dose or maximum dose. The dose should be ENOUGH. That means not too high and certainly not too low. That is the art of medicine, not rocket science.",33271,False,False,False,False,F,F,F,F,T,"['Morphine', 'other']",,"['Morphine', 'Benzodiazepines']","['Morphine', 'other']","['morphine', 'temazepam']",['morphine'],['morphine'],"['morphine', 'temazepam']",['morphine']
ER doctor ruled out drug overdose in Floyd death,33355,False,False,False,False,F,F,F,F,T,,,['other'],['other'],['mdma'],['mdma'],[],[],[]
"(The Editor - Los Angeles, CA) Calabasas Man Allegedly Scammed Investors out of at Least $28 Million They Thought Would Fund Cannabis Vaping Businesses |",33409,False,False,False,False,T,F,F,F,T,['Marijuana'],,['CBD'],['Marijuana'],[],[],[],[],[]
hard to believe DMX died from an overdose? Really now?,33416,True,True,True,False,F,F,F,T,T,,,['other'],,[],[],[],[],[]
"Jigga once said ""......fame is the worst drug known to man, 
It's stronger than heroin
When you could look in the mirror like, There I am
And still not see what you've become""",33493,False,False,False,False,F,F,F,F,T,['other'],['other'],"['Heroin', 'other']",['Heroin'],[],[],[],[],[]
I feel your pain and your anger. I wasn't allowed to visit my dad in the care home and he was refused treatment for a chest infection. He was taken to hospital and they gave him midazolam and morphine. Never saw him or his body 😢and the funeral 🤦🏼‍♀️so angry he died alone.,33499,False,False,False,False,F,F,F,F,T,"['Morphine', 'other']","['Morphine', 'other']","['Morphine', 'Midazolam']","['Morphine', 'other']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
New vehicle sales tumbled about 26% in September as chip shortages and other parts-supply disruptions cut into the selection on dealer lots and raised prices to record levels.,33506,False,False,False,False,F,F,F,F,F,,,,,[],[],[],[],[]
My sister-in-law's blonde lives in Lahaina & all her friends are 80% blonde. every photo they're all drinking wine. my wife on the other hand is a spitting image of her Filipina mom.,33526,False,False,False,False,F,F,F,F,T,['other'],,['other'],,['fentanyl'],['fentanyl'],[],[],[]
Tapping out. Dang take it. Taking my morphine pills so out of hit for a good while. Please no texts unless it's an absolute emergency,33726,True,True,True,True,T,T,T,T,T,['Morphine'],['Morphine'],"['Morphine', 'other']","['Morphine', 'other']","['hydrocodone', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine']
You'd think they'd want to crack down on CRACK.  But who am I to tell you how to raise your kid named Hunter?,33759,False,True,True,False,T,T,F,T,F,['other'],['other'],['other'],['other'],[],[],[],[],[]
"Calling all cannabis lovers and NFT collectors out there: MrGreen just hit the streets and it's time for you to mint your own Mary Jane!
What if we told you that you can now grow your own cannabis from the comfort of your couch and then trade it for NFTs?
Unreal!!",33802,True,True,True,True,T,T,T,T,F,['Marijuana'],,['CBD'],['Marijuana'],['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
"I'd wager the US is backfilling them? Keeping Putin's regime at bay and saving democracy for Ukraine is worth every penny IMO. When Ukraine defeats Putin's army, the world will owe them more than we gave them because they had to pay with blood 😔",33803,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
"He has smoked the usual thin, NDLEA should test this man for relatively drug overdose",33839,True,True,True,True,T,T,T,T,T,,['other'],['other'],['other'],[],[],[],[],[]
Xs family said it was a reaction to the COVID vaccine why are people still saying it's an overdose ???,33856,False,False,True,False,F,F,F,F,F,['other'],['other'],['other'],,[],[],[],[],[]
"""Uhhh lemme get a Caesar salad please with croutons and codeine dressing.""",33867,True,True,False,False,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"Every time one of my tweets gets even mildly popular (100+ likes) it's an incredibly stressful experience

I've watched friends crack under the strain 😥

So now I deliberately try not to get a lot of attention, here or on any other social media platform",34077,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
"I remain the glass could peel, the paint could shatter (yeah) When there ain't a crack in the bones are good, the glass could",34113,False,False,False,False,F,F,F,F,F,,,['other'],['other'],['methamphetamine'],['methamphetamine'],[],['methamphetamine'],[]
To be wifed up and allowed to be a spoloed brat huh kim mesun how we ran district for how long Rev Mac come show his shoes brings HIS GUN TOTONG KIDS AND AL FLOWERS COMES WITH THE CRACK HEAD 20 A DAY TEAM FOR A BUMP TO HELP FACILITATE THEFT,34222,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],['other'],"['fentanyl', 'methamphetamine']","['fentanyl', 'methamphetamine']",[],['ketamine'],[]
"-said wh*te guy saying to the other wh*te guy ""yeah we know you like heroin""
-wh*te girl saying if it's not flo milli's most popular songs she doesn't know it as the second wh*te guy recites beef flo mix and the first wh*te guy goes ""classic wh*te girl, don't know music""",34224,True,True,True,True,T,F,T,T,T,['other'],['other'],['Heroin'],['Heroin'],['fentanyl'],['fentanyl'],[],[],[]
I was going for drug dealer 🤣🤣🤣 but 🤷🏽‍♀️,34226,False,True,False,True,T,T,T,T,T,,,['other'],['other'],[],[],[],[],[]
"Weed? And every other drug under the sun. 

At least six overdose deaths were directly attributed to drugs purchased on his Silk Road site. Likely a mountain more.

Fair enough if you want drug laws changed but as the law exists, he's a dealer & was caught. No injustice.",34243,True,True,True,True,T,T,T,T,T,['Marijuana'],"['other', 'Marijuana']","['other', 'Marijuana']","['other', 'Marijuana']",['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
I'm in love with Mary Jane and codeine I don't love these hoesss,34324,True,True,True,True,T,T,T,T,T,"['Codeine', 'Marijuana']","['Marijuana', 'Codeine']","['Codeine', 'CBD']","['Codeine', 'Marijuana']","['codeine', 'delta-9-thc-cooh']","['codeine', 'delta-9-thc-cooh']",['codeine'],['codeine'],['codeine']
"Switzerland to launch 1st cannabis sale pilot in summer
'Attitudes about the recreational use of cannabis have been shifting around the world, with Malta becoming the first EU member country to legalize the recreational use of cannabis last year.'",34490,False,False,False,False,F,F,F,F,T,['Marijuana'],,['CBD'],"['Marijuana (Cannabis, Weed, Pot)']",[],[],[],[],[]
"Trying to give me more morphine! No!
*ahem* codeine is fine! Kkta…",34491,False,True,True,True,F,T,T,T,T,"['Morphine', 'Codeine']","['Morphine', 'Codeine']",['Codeine'],"['Morphine', 'other', 'Codeine']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']"
"According to   HAHK is original and MPK has 5 cr footfalls.
Salman said I didnt got credit because people loved the heroin more but I doubt it but incase of HAHK there is no doubt that salman khans contribution was close to 0. 
1.MPK 3.3 cr ffs
 ..
Saajan 2cr ffs",34553,False,False,True,True,F,F,T,T,F,['other'],,"['Heroin', 'other']",['other'],[],[],[],[],[]
"Why stop with dewormer?  Hell, pump them full of Viagra, methadone, morphine, Zanax, Diflucan, or whatever. Make bills where they just get something out of a surprise grab bag.",34648,True,True,True,True,T,T,T,T,T,"['Morphine', 'other', 'Methadone']","['Morphine', 'other', 'Methadone']","['Morphine', 'Zolpidem', 'other', 'Methadone']","['Morphine', 'other', 'Methadone']","['morphine', 'methadone']","['morphine', 'methadone']","['morphine', 'methadone']","['morphine', 'methadone']","['morphine', 'methadone']"
"#cannabiscommunity #marijuana #cannabis Court rules to revoke marijuana ballot initiatives in Lamar – Lamar Ledger In November, the citizens of Lamar voted in favor of allowing legal recreational marijuana sales within city limits.
In January of this",34885,False,False,False,False,F,F,F,F,T,['Marijuana'],['Marijuana'],['Marijuana'],['Marijuana'],[],[],[],[],[]
I just took a piss and saw codeine coming out.,34998,False,True,False,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"I know when i'm like 75 years old and crack open Have One on Me, i'm gonna find something out of it that I didn't notice before",35171,False,False,False,True,F,F,F,T,T,,,['LSD'],['other'],[],[],[],[],[]
Democratic U.S. Senate candidate Thomas McDermott Jr. smokes marijuana in a new campaign ad in which he calls for the legalization of cannabis at both the federal level and in Indiana.,35262,True,False,False,False,T,F,F,T,T,['Marijuana'],['Marijuana'],['CBD'],['Marijuana'],[],[],[],[],[]
The actual FACTS are that NEITHER autopsy report states that his death was from a overdose.,35372,False,False,False,False,F,F,F,F,T,,,['other'],['other'],[],[],[],[],[]
I think so it's paracetamol based isn't it? With codeine supplement. Dr Google?,35504,False,True,False,False,F,F,F,F,T,"['other', 'Codeine']",['Codeine'],"['other', 'Codeine']","['other', 'Codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Caddy shack >mr bean but do go on,35579,False,False,False,False,F,F,F,F,F,,,['other'],['other'],[],[],[],[],[]
"Just found these baggies my mom gave me for my bday (in a gift bag with a bunch of other stuff). I didn't realize til now, but my mom totally thinks I'm a drug dealer",35709,True,True,True,True,T,T,T,F,T,,,['other'],['other'],[],[],[],[],[]
"These pharmacist should be punished for stealing beyond what was in the pocket.
Otherwise they r not that bad since it wasn't overdose. Plus the patient must have called for their service",35796,False,False,False,True,F,F,F,F,T,,,['other'],,[],[],[],[],[]
Lost my little mans 4 days ago to a overdose. Please stop with xans man. Begging yall folk. 💔. Lub Bookie 🔵⚫️,35841,False,True,True,True,F,T,T,T,T,['other'],['other'],['other'],['other'],[],[],[],[],[]
this fraud dealer is yet to register my name. I don't even know whether my booking is done or not. Please help me out.,35904,False,False,False,False,F,T,T,F,T,,,['other'],,[],[],[],[],[]
It's irrelevant because he did not die of drug overdose. I'm sure it didn't help by he died because of asphyxiation and neck compression. Chauvin should have known from his years of experience about positional asphyxia and its risks.,35919,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
"Drank so much codeine, drinking til im colour blind, she gon' do the coke until she can see the line.",35977,True,True,True,True,T,T,T,T,T,"['other', 'Codeine']","['other', 'Codeine']","['Cocaine', 'Codeine']","['other', 'Codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"New Delhi:  A novel way to smuggle in heroin through cloth threads has been detected with the DRI and ATS Gujrat, in a joint operation, seizing a container at Gujarat's Pipavav port with 9,760 kgs of such thread. According to a DRI official, the drug syndicate used this unique mo",36067,True,True,False,True,T,T,T,T,F,['other'],,['Heroin'],['other'],[],[],[],[],[]
"We're partnering with  and  to host an online discussion about our newest issue brief, The Impact of the Overdose Crisis on the Latino Community in California 
Join us on Wednesday April 21 @ 3pm PST  
Register here:",36107,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
"WATCH:  details waking up in the hospital after her overdose in 2018 & how she questioned her music career in that moment ⬇️ #DWTDTAOSO  #DemiDWTD

Full interview at",36154,False,False,True,True,T,F,T,T,T,,,['other'],['other'],[],[],[],[],[]
"So it's ok to shit on someone that accidentally dies of an over dose? But it's not ok to shit on someone that cowardly kills the self.... like let's say Robin Williams, Anthony Bordain.",36213,False,False,False,False,F,F,F,F,T,,,"['Fentanyl', 'other']",,[],[],[],[],[]
Dropped 2 ounces of codeine in my Minute Maid 🍇,36254,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],"['other', 'Codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"Don't miss it - TOMORROW, join us along w/ Balanced Veterans Network and Iraq and Afghanistan Veterans of America () for the 1hr virtual program, Alternative Therapies: Cannabis Panel starting at 4PM EDT. #cannabisforveterans #420 #webinar",36278,False,False,False,False,F,F,F,F,T,['Marijuana'],"['other', 'Marijuana']",['CBD'],['Marijuana'],['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
I don't want to be the kind to push someone when their back is turned 🥴,36286,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
I'm tryna overdose on her booty. sniff the butt crack,36295,False,True,True,True,F,T,T,F,T,,['other'],['other'],['other'],[],[],[],[],[]
"germany was the world's dealer b4 WWII with best quality shit bc they had to synthesize drugs unlike other countries that imported from their colonies, makes sense #Blitzed",36299,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],['other'],[],[],[],[],[]
"IF YOUR A CRACKHEAD! AND SMOKING CRACK.
YOU AINT SLEEPING.",36361,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],['other'],['zolpidem'],[],[],['zolpidem'],[]
"And I am in!
Merch Hat with the rare cannabis outfit, perfect for tomorrow.",36378,False,False,True,False,F,T,T,F,F,['Marijuana'],,['Cannabis'],['Marijuana'],[],[],[],[],[]
man i love johnny rocketfingers i love talking about him i would give him my kidneys and buy them back for 44 billion dollars so he can use that money to buy himself some crack man i just fucking love johnny rocketfingers,36418,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],['other'],[],[],[],[],[]
And I'm sippin on that codeine not Brandy 😛,36456,True,True,True,True,T,T,T,T,F,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"5. George's girlfriend talked about his overdose in March and the symptoms, such as his stomach hurting. The same complaint about his stomach hurting occurs in May 2020 arrest video.

6. From the body cam, there sounds like a portion where Floyd says he ate too many drugs.",36522,True,True,True,True,T,T,F,T,F,['other'],['other'],"['Amphetamine', 'other', 'Codeine']",['other'],[],[],[],[],[]
"cuntER is just advertising Pedo joe's     aka 
10% for the big guy

FREE CRACK PIPES

seeing he will be Joes biggest customer.
PS see below. This is the smartest man joe knows.",36603,True,True,True,True,T,F,T,T,F,['other'],['other'],['other'],['other'],[],[],[],[],[]
Nothing helps me put the kids to sleep like a spoonful of Chloroform and Morphine!,36707,True,True,True,True,T,T,T,T,T,"['Morphine', 'other']","['Morphine', 'other']","['Morphine', 'other']","['Morphine', 'other']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
😂😂😂When a babe comes I'll answer that 🙂🙏,36718,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
"At that point most folks are already drawing a morphine prescription, heroin is not that wild.",36748,True,True,True,True,T,T,T,T,T,"['Morphine', 'other']","['Morphine', 'other']","['Morphine', 'Heroin']","['Morphine', 'other']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"I want 3 things in life
Bronte
To be small and skinny
To be able to make better music",36773,False,False,False,False,F,F,F,F,F,,,['other'],['other'],[],[],[],[],[]
Crack is one hell of a drug my G,36867,True,True,True,True,T,T,T,T,F,['other'],['other'],['other'],['other'],[],[],[],[],[]
"Again, how does that fix medical racism?

How does that prevent the emergency department from mistaking my heart attack for a drug overdose?

I'm all ears.",36921,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
"Molly and codeine in my fanta, it's a lot of dreams in my fanta",36971,True,True,True,True,T,T,T,T,T,"['Codeine', 'MDMA']","['Codeine', 'other', 'MDMA']","['Codeine', 'other', 'MDMA']","['Codeine', 'MDMA']","['codeine', 'mdma']",['codeine'],"['codeine', 'mdma']",['codeine'],['codeine']
"In a big breakthrough, the DRI arrested a businessman in connection with last year's #drug haul case, where 205.6-kg heroin was seized at #Kandla port in Gujarat.
✍️",36975,False,False,False,True,T,F,F,T,T,['other'],,"['Heroin', 'other']",['other'],[],[],[],[],[]
#EUPHORIA nahhh ion trust how she pulled that morphine out,37125,True,True,True,True,F,T,T,T,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
Morrison in deep with this crack head is really very telling.,37134,True,True,True,True,T,T,T,T,F,['other'],['other'],['other'],['other'],[],[],[],[],[]
"Meaning of #heroina Heroin is an alkaloid synthesized from morphine, like this, is analgesic, but also has certain stimulating effects.  It is very addictive, and more potent than morphine but its effect is less durable...",37135,False,False,False,False,F,F,F,F,T,"['Morphine', 'other']",,"['Morphine', 'Heroin']",['other'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
im sick to my back teeth of looking at illegal cannabis drugs and failed breathalyzers that the gardai put up on twitter. or some yahoo garda out for a cycle in the wicklow mountains. thats another one. there should be more dogs and we all have a look to see do we know them.,37190,False,False,False,False,F,F,F,T,F,['Marijuana'],,"['Marijuana', 'Cannabis']",['Marijuana'],[],[],[],[],[]
"now kiles create a new project,
And in 1 years win the final championship Valorant 
AGAIN 
Crack absoluto
#yoestoyconkiles",37194,False,False,True,True,F,F,T,T,F,['other'],['other'],['other'],['other'],[],[],[],[],[]
"Love Overdose - Three Things [US, new wave, alternative rock] (1985) My mom had a cassette copy of this California band's EP ""Chicks Rule, OK?"" in her attic, but she says she doesn't remember anything about them. Link to the",37259,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
""" just get me some fuckin' morphine doc before I rip out your other eye. """,37277,True,True,True,True,T,T,T,T,T,['Morphine'],['Morphine'],"['Morphine', 'other']","['Morphine', 'other']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Receiving our Flower Sales License is another avenue for Ayurcann to gather market share and pursue higher-margin growth within the cannabis market.

Read more here:  $AYUR

#four20 #THC #flower #cannabis",37286,False,True,False,False,T,F,F,T,T,"['other', 'Marijuana']","['delta‑9‑THC‑COOH', 'other', 'Marijuana']",['CBD'],"['Marijuana (Cannabis, Weed, Pot)']",['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
"🇺🇸 Thanks Chloe1⃣1⃣,
of the follow Crack!!! Soccer ⚽️🤙🏼",37296,False,True,True,True,F,T,T,T,F,['other'],['other'],['other'],['other'],[],[],[],[],[]
I knew something was off today.  fix it.,37358,False,False,False,False,F,F,T,F,F,,,['other'],['other'],[],[],[],[],[]
"To watch NBA Game: Memphis Grizzlies vs Minnesota Timberwolves stream go to link in tweet below: 
Live NBA Streams 
Playoffs 2022 games 
#NBAPlayoffs #Timberwolves #RaisedByWolves 

CLICK    ====v",37368,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
"Opium is the source of heroin, morphine, paregoric, and codeine.   Chronic use appears to produce permanent physiological damage

#CRJ107 #DrugUseAndDelinquency",37370,False,False,False,False,F,F,F,T,T,"['Morphine', 'other', 'Codeine']","['Morphine', 'other', 'Codeine']","['Heroin', 'Paregoric', 'Morphine', 'other', 'Codeine']","['Morphine', 'other', 'Codeine']","['delta-9-thc-cooh', 'codeine', 'morphine', 'zopiclone']","['codeine', 'delta-9-thc-cooh', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']"
Clout really hit society like crack in the 80s,37472,False,False,True,True,F,F,F,F,F,['other'],['other'],['other'],['other'],[],[],[],[],[]
"Since the MURDER OF JFK, by people who did not like his politics. 
JFK went to Vietnam, he didn't want any part of it. The war for control of the Golden triangle, heroin trade!",37491,True,True,False,False,T,F,F,T,T,['other'],['other'],['other'],['other'],[],[],[],[],[]
"// ment of drugs

saying someone is on drugs bc of their tics: one of my friends at the begging of the school year used to say this. comparing tics to an overdose is extremely insensitive to both drug addicts and people with tourettes, so please dont say this",37511,False,False,False,False,F,F,F,F,T,,,['other'],['other'],[],[],[],[],[]
How the Legalization of Cannabis Will Impact Thailand CBD Relief Authority News -,37606,False,False,False,False,F,F,F,F,T,"['Marijuana', 'CBD']",,['CBD'],"['Marijuana', 'CBD']","['cbd', 'morphine']",['cbd'],['cbd'],"['cbd', 'morphine']",['cbd']
"Brilliant : #GeorgeFloyd #BLM #Chauvin

Pathologist rules out overdose as cause of George Floyd's death during Chauvin trial",37649,False,False,False,False,F,F,F,F,T,,,['other'],['other'],[],[],[],[],[]
U.S. new vehicle sales tumbled about 26% in September as chip shortages and other supply disruptions cut into the selection on dealer lots.,37726,False,False,False,False,F,F,F,F,T,,,,,[],[],[],[],[]
It's kind of insane that Switzerland's medical cannabis program is more stringent than UTAH.,37733,False,False,False,False,F,F,F,F,T,['Marijuana'],,['other'],['Marijuana'],[],[],[],[],[]
"RT ganjapreneur ""Ben & Jerry's is partnering with the  to urge fans to take action for #cannabis reform this April 20.  #legalization",37807,True,False,True,False,F,F,F,F,F,['Marijuana'],['Marijuana'],['CBD'],['Marijuana'],[],[],[],[],[]
"YouTube - opiate withdrawal help, addiction: the actiq diaries vol ...",37916,False,False,True,False,F,F,F,T,T,['other'],,['other'],"['Fentanyl', 'other']","['fentanyl', 'methadone']",[],[],"['fentanyl', 'codeine']",['fentanyl']
"got a cute lil pendant necklace i can store 2 pills of morphine inside
sick",38019,True,True,True,True,T,T,T,T,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],"['hydrocodone', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine']
honestly I haven't experimented enough with weed to know. I do know morphine gives me less trouble than codeine.,38037,True,True,False,True,T,T,F,T,T,"['Morphine', 'Codeine', 'Marijuana']","['Morphine', 'Codeine', 'Marijuana']","['Morphine', 'Codeine']","['Morphine', 'Codeine', 'Marijuana']","['codeine', 'morphine', 'delta-9-thc-cooh']","['codeine', 'morphine', 'delta-9-thc-cooh']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']"
Herrr ODOGWU can retire now…Wht can you show him again 🔥🔥,38107,False,False,False,False,F,T,F,F,F,,,['other'],,[],[],[],[],[]
"I now live in Southwestern Oregon and grew up in the Northern California Emerald Triangle . . .
If the cannabis devastation of resources was happening in the Amazon, you'd all be furious, but enjoy!",38175,False,False,False,False,F,F,F,T,T,['Marijuana'],,['CBD'],['Marijuana'],[],[],[],[],[]
Floyd claimed he couldnt breathe while standing up.  Fent and meth tend to do that to you when you overdose...,38225,True,True,True,True,T,T,T,T,T,"['Fentanyl', 'Methamphetamine']","['Fentanyl', 'Methamphetamine']","['Fentanyl', 'Methamphetamine', 'other']","['Fentanyl', 'Methamphetamine']","['fentanyl', 'methamphetamine']","['fentanyl', 'methamphetamine']",['methamphetamine'],"['fentanyl', 'methamphetamine']",['methamphetamine']
Would you recommend a patient with signs of Morphine and Gabapentin toxicity for CT and MRI?,38249,False,False,False,False,F,F,F,F,T,"['Morphine', 'Gabapentin']","['Morphine', 'Gabapentin']","['Morphine', 'Gabapentin']","['Morphine', 'Gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']"
"Anthony Durante, a professional wrestler, experienced an accidental oxycodone or fentanyl overdose in 2003 at age 36",38271,False,False,False,False,T,F,F,F,T,"['Oxycodone', 'Fentanyl']",,"['Oxycodone', 'Fentanyl']","['Oxycodone', 'Fentanyl']","['fentanyl', 'oxycodone']","['fentanyl', 'oxycodone']","['fentanyl', 'oxycodone']","['fentanyl', 'oxycodone']","['fentanyl', 'oxycodone']"
many say Silicon Valley drug culture revolves around stimulants and weed but I only ever seem to hear programmers talk about codeine,38399,True,True,True,True,T,T,T,T,T,"['Codeine', 'other', 'Marijuana']","['Marijuana', 'Codeine']",['Codeine'],"['Codeine', 'Marijuana']","['codeine', 'delta-9-thc-cooh', 'amphetamine']","['codeine', 'delta-9-thc-cooh']",['codeine'],"['codeine', 'amphetamine']",['codeine']
"ON HEROIN ALLERGY DEATHS, THEY DO NOT MEAN TO KILL YOU, THEY DO NOT SEE YOU. JF",38449,True,True,True,True,T,T,F,T,T,['other'],['other'],['Heroin'],['other'],[],[],[],[],[]
"yep, I stopped drinking 8 1/2 yrs ago, strictly #Cannabis now, I don't miss a drop",38531,True,True,False,True,T,T,T,T,T,['Marijuana'],['Marijuana'],['CBD'],['Marijuana'],[],[],[],[],[]
"""I'm on Ocean Drive sippin codeine with the top down, 20 grand on me and a glock 9"" -21",38537,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],"['other', 'Codeine']",['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Utica woman arrested after troopers discover heroin in vehicle during traffic stop.,38622,True,True,False,False,F,T,F,T,T,['other'],['other'],['Heroin'],['other'],[],[],[],[],[]
"Friday's seizure is the third such haul in two weeks. A container was filled with yarn, but an examination showed that the threads were laced with a heroin derivative.",38638,True,True,True,True,T,F,T,T,T,['other'],['other'],"['other', '6-Acetylmorphine']",['other'],['fentanyl'],[],[],['fentanyl'],[]
No shit there was a fucking pandemic going on,38674,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
"I don't understand how 4 men kneeling on a man, one bearing down harder and harder on his neck, while he's having an overdose is still not murder",38749,True,False,False,False,T,T,F,T,T,,,['other'],,[],[],[],[],[]
"Don't forget all those experimental and illegal drugs that people pay for and voluntarily put into their bodies every day. Then when thing go wrong or they overdose the tax payer pays, while the suppliers get rich! We can vote Governments in/out, nor drug dealers!",38960,True,True,True,True,F,T,F,T,T,['other'],['other'],['other'],,[],[],[],[],[]
"The new #Daikin AC leaking. Had intimated your area manager aakash. Poor installation by your dealer. Had DMd details to you 22 hrs ago. 
Will there be any resolution or should I arrange for my own service of the new faulty #Daikin AC. Please advise.",38964,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
"Let me tell you something about morphine besties… IT AINT NO JOKE, I got it once when I went to the ER for stomach pain, felt like I was levitating off the guest hospital bed #EuphoriaHBO",39153,True,True,True,True,T,T,T,T,T,['Morphine'],"['Morphine', 'other']",['Morphine'],"['Morphine', 'Codeine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Exactly. And it doesn't matter what he said. Not a death sentence. 

But, let's humor them for a second, and say he took too many drugs. If it was a drug overdose and not chauvin choking him to death, why did the NARCAN have no effect?",39186,True,True,False,False,F,T,F,T,T,['other'],,['other'],['other'],[],[],[],[],[]
"Everywhere we go we clean, she wants me to quit that lean, baby I can't quit that lean, put a ring around codeine😛",39218,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
How high do you have To be to fall asleep  while smoking crack ??,39317,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],['other'],[],[],[],[],[]
Nigerian drug dealer sentenced to 10 years imprisonment in India,39321,True,False,False,True,F,F,F,T,T,,,['other'],,[],[],[],[],[]
